MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
50.0,3.0,79.0,9490.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,0.0,6.0,7.0,1941.0,1950.0,1.0,1.0,13.0,14.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,403.0,5.0,0.0,238.0,806.0,1.0,4.0,1.0,4.0,958.0,620.0,0.0,1578.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,5.0,6.0,2.0,1.0,1941.0,2.0,1.0,240.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,8.0,4.0,133000.0
60.0,3.0,105.0,15578.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,5.0,6.0,5.0,2006.0,2006.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,728.0,728.0,1.0,2.0,1.0,4.0,728.0,728.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,8.0,6.0,0.0,1.0,2006.0,1.0,2.0,429.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,8.0,4.0,172785.0
20.0,3.0,70.0,7931.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,6.0,1960.0,1960.0,1.0,1.0,3.0,14.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,374.0,5.0,0.0,363.0,1269.0,1.0,4.0,1.0,4.0,1269.0,0.0,0.0,1269.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,6.0,1.0,5.0,1964.0,2.0,1.0,308.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,8.0,4.0,155000.0
30.0,3.0,50.0,5784.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,2.0,5.0,7.5,1938.0,1996.0,1.0,1.0,8.0,8.0,0.0,3.0,4.0,0.0,1.0,3.0,3.0,5.0,0.0,5.0,0.0,190.0,190.0,1.0,2.0,1.0,4.0,886.0,0.0,0.0,886.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,0.0,1.0,1938.0,2.0,1.0,273.0,4.0,4.0,2.0,144.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,8.0,4.0,91300.0
30.0,3.0,60.0,7879.0,1.0,3.0,3.0,0.0,4.0,0.0,9.0,2.0,2.0,0.0,2.0,4.0,5.0,1920.0,1950.0,1.0,1.0,13.0,14.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,495.0,5.0,0.0,225.0,720.0,1.0,4.0,1.0,4.0,720.0,0.0,0.0,720.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,0.0,1.0,1978.1134057971014,2.0,0.0,0.0,4.0,4.0,2.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,8.0,4.0,71653.5
20.0,3.0,69.30579531442663,12692.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,2.0,8.0,5.0,1992.0,1993.0,1.0,1.0,3.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,1231.0,5.0,0.0,1682.5,2065.5,1.0,0.0,1.0,4.0,2154.75,0.0,0.0,2669.75,1.0,0.0,3.0,0.0,4.0,1.0,2.0,10.0,6.0,1.0,1.0,1992.0,1.0,2.0,546.0,4.0,4.0,2.0,264.0,75.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,8.0,4.0,276577.5
50.0,3.0,60.0,9120.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,7.0,6.0,1925.0,1950.0,1.0,1.0,13.0,14.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,329.0,5.0,0.0,697.0,1026.0,1.0,0.0,1.0,4.0,1133.0,687.0,0.0,1820.0,1.0,0.0,2.0,0.0,4.0,1.0,3.0,8.0,6.0,0.0,5.0,1925.0,2.0,1.0,240.0,4.0,4.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,8.0,4.0,184000.0
20.0,3.0,65.0,7800.0,1.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,7.0,1967.0,2004.0,1.0,1.0,6.0,6.0,89.0,3.0,4.0,2.0,3.0,3.0,3.0,0.0,450.0,5.0,0.0,414.0,864.0,1.0,0.0,1.0,4.0,899.0,0.0,0.0,899.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,5.0,6.0,0.0,1.0,1967.0,0.0,1.0,288.0,4.0,4.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,8.0,4.0,130000.0
20.0,3.0,70.0,7535.0,1.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,7.0,1958.0,1985.0,1.0,1.0,8.0,8.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,111.0,5.0,0.0,522.0,912.0,1.0,1.0,1.0,4.0,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,0.0,1.0,1958.0,0.0,1.0,297.0,4.0,4.0,2.0,12.0,175.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,8.0,4.0,120000.0
145.0,3.0,33.0,1890.0,1.0,3.0,3.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,5.0,6.0,5.0,1973.0,1973.0,1.0,1.0,6.0,6.0,285.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,356.0,5.0,0.0,316.0,672.0,1.0,4.0,1.0,4.0,672.0,546.0,0.0,1218.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,7.0,6.0,0.0,5.0,1973.0,2.0,1.0,264.0,4.0,4.0,2.0,144.0,28.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,8.0,4.0,113000.0
60.0,3.0,75.0,9803.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,5.0,7.0,5.0,2005.0,2005.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,400.0,5.0,0.0,466.0,866.0,1.0,2.0,1.0,4.0,866.0,902.0,0.0,1768.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,0.0,1.0,2005.0,1.0,2.0,603.0,4.0,4.0,2.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,8.0,4.0,226700.0
20.0,3.0,70.0,9170.0,1.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,2.0,5.0,7.0,1965.0,1965.0,1.0,1.0,8.0,8.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,698.0,5.0,0.0,420.0,1214.0,1.0,0.0,1.0,4.0,1214.0,0.0,0.0,1214.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,6.0,6.0,0.0,5.0,1965.0,2.0,2.0,461.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,8.0,4.0,140000.0
20.0,3.0,100.0,15602.0,1.0,0.0,3.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,2.0,7.0,7.5,1959.0,1997.0,1.0,1.0,3.0,14.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,1247.0,5.0,0.0,254.0,1501.0,1.0,4.0,1.0,4.0,1801.0,0.0,0.0,1801.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,6.0,6.0,2.0,1.0,1959.0,0.0,2.0,484.0,4.0,4.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,8.0,4.0,276577.5
145.0,3.0,33.0,2308.0,1.0,3.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,0.0,5.0,6.0,5.0,1974.0,1974.0,1.0,1.0,9.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,257.0,5.0,0.0,103.0,855.0,1.0,4.0,1.0,4.0,855.0,467.0,0.0,1322.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,6.0,6.0,1.0,1.0,1974.0,2.0,2.0,440.0,4.0,4.0,2.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,8.0,4.0,147000.0
90.0,3.0,60.0,7596.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,5.0,5.0,5.0,1952.0,1952.0,1.0,1.0,13.0,14.0,360.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,960.0,960.0,1.0,2.0,1.0,4.0,960.0,1000.0,0.0,1960.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,10.0,6.0,0.0,5.0,1952.0,2.0,2.0,400.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,8.0,4.0,124500.0
60.0,3.0,80.0,9554.0,1.0,0.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,8.0,5.0,1993.0,1994.0,1.0,1.0,12.0,13.0,125.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,380.0,5.0,0.0,397.0,777.0,1.0,0.0,1.0,4.0,1065.0,846.0,0.0,1911.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,6.0,1.0,1.0,1993.0,1.0,2.0,471.0,4.0,4.0,2.0,182.0,81.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,8.0,4.0,215000.0
20.0,3.0,75.0,7862.0,1.0,0.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,2.0,6.0,5.0,2009.0,2009.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,27.0,5.0,0.0,1191.0,1218.0,1.0,0.0,1.0,4.0,1218.0,0.0,0.0,1218.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,4.0,6.0,0.0,1.0,2009.0,0.0,2.0,676.0,4.0,4.0,2.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,8.0,4.0,208300.0
70.0,3.0,60.0,9600.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,5.0,7.0,7.5,1928.0,2005.0,1.0,1.0,8.0,8.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,4.0,141.0,5.0,0.0,548.0,689.0,1.0,0.0,1.0,4.0,689.0,689.0,0.0,1378.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,6.0,1.0,5.0,1928.0,2.0,2.0,360.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,8.0,4.0,161000.0
20.0,3.0,80.0,9600.0,1.0,3.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,6.0,1959.0,1959.0,1.0,1.0,8.0,8.0,132.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,991.0,5.0,0.0,50.0,1041.0,1.0,0.0,1.0,4.0,1041.0,0.0,0.0,1041.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,6.0,0.0,1.0,1959.0,1.0,1.0,270.0,4.0,4.0,2.0,224.0,88.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,8.0,4.0,124500.0
20.0,3.0,75.0,14559.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,7.0,1951.0,2000.0,1.0,1.0,13.0,14.0,70.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,650.0,5.0,0.0,178.0,1008.0,1.0,0.0,1.0,4.0,1363.0,0.0,0.0,1363.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,6.0,6.0,2.0,4.0,1951.0,2.0,1.0,288.0,4.0,4.0,2.0,324.0,42.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,8.0,4.0,164900.0
120.0,3.0,40.0,6792.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,2.0,7.0,5.0,2005.0,2006.0,1.0,1.0,12.0,13.0,94.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1368.0,1368.0,1.0,0.0,1.0,4.0,1368.0,0.0,0.0,1368.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,6.0,1.0,1.0,2005.0,1.0,2.0,474.0,4.0,4.0,2.0,132.0,35.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,8.0,4.0,202665.0
20.0,3.0,70.0,9100.0,1.0,3.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,5.0,1958.0,1958.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,521.0,5.0,0.0,169.0,864.0,1.0,4.0,1.0,4.0,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,6.0,0.0,5.0,1964.0,2.0,2.0,624.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,8.0,4.0,129900.0
20.0,3.0,71.0,9187.0,1.0,3.0,3.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,2.0,6.0,5.0,1983.0,1983.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,0.0,336.0,5.0,0.0,748.0,1084.0,1.0,4.0,1.0,4.0,1080.0,0.0,0.0,1080.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,5.0,6.0,0.0,1.0,1983.0,2.0,2.0,484.0,4.0,4.0,2.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,8.0,4.0,134000.0
45.0,3.0,55.0,10594.0,1.0,3.0,3.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,1.0,5.0,5.0,1926.0,1950.0,1.0,1.0,13.0,14.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,768.0,768.0,1.0,1.0,1.0,4.0,789.0,0.0,0.0,789.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,0.0,5.0,1926.0,2.0,1.0,200.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,8.0,4.0,96500.0
20.0,3.0,94.0,12220.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,2.0,10.0,5.0,2009.0,2009.0,1.0,1.0,5.0,5.0,305.0,0.5,4.0,1.0,0.5,3.0,3.0,2.0,1436.0,5.0,0.0,570.0,2006.0,1.0,0.0,1.0,4.0,2020.0,0.0,0.0,2020.0,1.0,0.0,2.0,1.0,3.0,1.0,0.5,9.0,6.0,1.0,1.0,2009.0,0.0,3.0,900.0,4.0,4.0,2.0,156.0,54.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,8.0,4.0,276577.5
80.0,3.0,69.30579531442663,10448.0,1.0,0.0,3.0,0.0,0.0,0.0,14.0,2.0,2.0,0.0,7.0,6.0,6.0,1972.0,1972.0,1.0,1.0,6.0,6.0,333.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,689.0,689.0,1.0,4.0,1.0,4.0,1378.0,741.0,0.0,2119.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,7.0,6.0,1.0,1.0,1972.0,1.0,2.0,583.0,4.0,4.0,2.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,8.0,4.0,158000.0
60.0,3.0,79.0,10208.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,7.0,5.0,1996.0,1997.0,1.0,1.0,12.0,13.0,408.75,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1264.0,1264.0,1.0,0.0,1.0,4.0,1277.0,1067.0,0.0,2344.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,1.0,1.0,1996.0,1.0,3.0,889.0,4.0,4.0,2.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,8.0,4.0,265000.0
60.0,3.0,69.30579531442663,9531.0,1.0,0.0,3.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,5.0,6.0,5.0,1998.0,1998.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,706.0,5.0,0.0,88.0,794.0,1.0,0.0,1.0,4.0,882.0,914.0,0.0,1796.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0,7.0,6.0,0.0,1.0,1998.0,1.0,2.0,546.0,4.0,4.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,8.0,4.0,211000.0
70.0,3.0,53.0,10918.0,1.0,3.0,3.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,5.0,7.0,7.5,1926.0,2004.0,1.0,1.0,8.0,8.0,0.0,2.0,4.0,0.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1276.0,1276.0,1.0,0.0,1.0,4.0,1276.0,804.0,0.0,2080.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,9.0,6.0,2.0,5.0,1926.0,2.0,1.0,282.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,8.0,4.0,234000.0
145.0,3.0,60.0,10800.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,5.0,4.0,7.0,1900.0,2000.0,1.0,1.0,8.0,8.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,0.0,29.5,1.0,4.0,1.0,4.0,694.0,600.0,0.0,1294.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,6.0,0.0,1.0,1978.1134057971014,2.0,0.0,0.0,4.0,4.0,2.0,220.0,114.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,8.0,4.0,106250.0
20.0,3.0,90.0,11988.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,2.0,6.0,6.0,1957.0,1957.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,777.0,5.0,0.0,467.0,1244.0,1.0,0.0,1.0,4.0,1244.0,0.0,0.0,1244.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,6.0,2.0,1.0,1957.0,2.0,1.0,336.0,4.0,4.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,8.0,4.0,150000.0
50.0,3.0,50.0,5000.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,6.0,7.0,1947.0,1950.0,1.0,1.0,5.0,5.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,399.0,5.0,0.0,605.0,1004.0,1.0,0.0,1.0,4.0,1004.0,660.0,0.0,1664.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,6.0,2.0,5.0,1950.0,2.0,2.0,420.0,4.0,4.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,8.0,4.0,159000.0
60.0,3.0,105.0,17708.0,1.0,0.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,5.0,10.0,5.0,2007.0,2008.0,1.0,1.0,5.0,5.0,408.75,0.5,4.0,2.0,0.5,3.0,1.0,2.0,1832.5,5.0,0.0,878.0,2065.5,1.0,0.0,1.0,4.0,2154.75,1538.0,0.0,2669.75,1.0,0.0,3.0,1.0,3.0,1.0,0.5,10.0,6.0,1.0,3.0,2007.0,0.0,3.0,884.0,4.0,4.0,2.0,208.0,175.0,0.0,0.0,0.0,0.0,0.0,10.0,2007.0,8.0,4.0,184750.0
60.0,3.0,95.0,11787.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,7.0,5.0,1996.0,1997.0,1.0,1.0,12.0,13.0,408.75,2.0,4.0,2.0,2.0,3.0,3.0,2.0,719.0,5.0,0.0,660.0,1379.0,1.0,0.0,1.0,4.0,1383.0,1015.0,0.0,2398.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,6.0,1.0,1.0,1996.0,0.0,3.0,834.0,4.0,4.0,2.0,239.0,60.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,8.0,4.0,276577.5
20.0,3.0,62.0,7500.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,2.0,7.0,5.0,2005.0,2005.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1257.0,1257.0,1.0,0.0,1.0,4.0,1266.0,0.0,0.0,1266.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,6.0,1.0,1.0,2005.0,2.0,2.0,453.0,4.0,4.0,2.0,38.0,144.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,8.0,4.0,176000.0
20.0,3.0,70.0,13300.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,7.0,1956.0,2000.0,1.0,1.0,13.0,14.0,0.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,377.0,5.0,0.0,551.0,928.0,1.0,4.0,1.0,4.0,928.0,0.0,0.0,928.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,0.0,1.0,1956.0,2.0,1.0,252.0,4.0,4.0,2.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,8.0,4.0,132000.0
60.0,3.0,67.0,14948.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,9.0,5.0,2008.0,2008.0,1.0,1.0,12.0,13.0,268.0,0.5,4.0,2.0,0.5,3.0,0.5,2.0,1330.0,5.0,0.0,122.0,1452.0,1.0,0.0,1.0,4.0,1476.0,1237.0,0.0,2669.75,1.0,0.0,2.0,1.0,3.0,1.0,0.5,10.0,6.0,1.0,1.0,2008.0,0.0,3.0,858.0,4.0,4.0,2.0,126.0,66.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,8.0,4.0,276577.5
30.0,3.0,58.0,9098.0,1.0,0.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,4.0,7.0,1920.0,2002.0,1.0,1.0,13.0,14.0,0.0,3.0,4.0,0.0,3.0,3.0,2.0,0.0,348.0,5.0,0.0,180.0,528.0,1.0,0.0,1.0,4.0,605.0,0.0,0.0,605.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,0.0,1.0,1978.1134057971014,2.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,8.0,4.0,86000.0
20.0,3.0,69.30579531442663,17708.0,1.0,0.0,3.0,0.0,1.0,0.0,6.0,2.0,2.0,0.0,2.0,6.0,3.5,1957.0,1975.0,1.0,1.0,13.0,11.0,102.20131215469613,2.0,4.0,2.0,3.0,3.0,3.0,4.0,1219.0,5.0,0.0,816.0,2035.0,1.0,4.0,1.0,4.0,2154.75,0.0,0.0,2515.0,1.0,0.0,3.0,0.0,4.0,1.0,3.0,9.0,6.0,2.0,1.0,1975.0,1.0,2.0,484.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2007.0,8.0,4.0,200624.0
80.0,3.0,85.0,10200.0,1.0,3.0,3.0,0.0,4.0,0.0,23.0,2.0,2.0,0.0,7.0,6.0,5.0,1988.0,1989.0,1.0,1.0,6.0,6.0,219.0,2.0,4.0,1.0,2.0,3.0,0.5,2.0,783.0,5.0,0.0,678.0,1461.0,1.0,0.0,1.0,4.0,1509.0,0.0,0.0,1509.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,5.0,6.0,1.0,1.0,1988.0,1.0,2.0,600.0,4.0,4.0,2.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,8.0,4.0,175000.0
70.0,3.0,60.0,6155.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,5.0,6.0,7.5,1920.0,1999.0,1.0,1.0,13.0,14.0,0.0,3.0,4.0,0.0,1.0,3.0,2.0,5.0,0.0,5.0,0.0,611.0,611.0,1.0,0.0,1.0,4.0,751.0,611.0,0.0,1362.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,6.0,6.0,0.0,5.0,1920.0,0.0,2.0,502.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,8.0,4.0,128000.0
20.0,3.0,60.0,7200.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,7.0,1955.0,2007.0,1.0,1.0,12.0,13.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,0.0,29.5,1.0,0.0,1.0,4.0,827.0,0.0,0.0,827.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,1.0,5.0,1967.0,2.0,1.0,392.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,8.0,4.0,107500.0
20.0,3.0,50.0,5000.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,2.0,2.0,3.5,1946.0,1950.0,1.0,1.0,12.0,13.0,0.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,0.0,29.5,1.0,1.0,1.0,4.0,334.0,0.0,0.0,334.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,6.0,0.0,1.0,1978.1134057971014,2.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007.0,8.0,4.0,71653.5
60.0,3.0,74.0,9056.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,8.0,5.0,2004.0,2004.0,1.0,1.0,12.0,13.0,0.0,2.0,4.0,2.0,0.5,3.0,0.5,5.0,0.0,5.0,0.0,707.0,707.0,1.0,0.0,1.0,4.0,707.0,707.0,0.0,1414.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,6.0,6.0,1.0,1.0,2004.0,0.0,2.0,403.0,4.0,4.0,2.0,100.0,35.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,8.0,4.0,178000.0
